id,gebv,pop,year,stage,bv,gv
799465,46.0993491486343,c,60,4,15.3868949183009,653.650006956207
799473,43.4171872197781,c,60,4,20.9264692531543,642.275382205887
799519,54.9835137125736,c,60,4,14.0621492682229,653.561572354227
799671,46.4347459983623,c,60,4,35.5027117065219,663.102898918345
799683,44.510338416228,c,60,4,61.2953100587101,683.381244875192
799713,43.3940520953593,c,60,4,22.8453079541719,636.351776170452
800019,42.3243349341534,c,60,4,-1.27870090832021,624.426444161392
800259,44.1698580929109,c,60,4,58.549197402261,687.730352345087
800343,43.9416108482446,c,60,4,-0.338321964348595,606.896919306644
800579,39.1897925248735,c,60,4,11.3169276400933,626.324013228503
800663,42.9939870300437,c,60,4,30.8916560285403,659.529008125749
801029,31.8737303296332,c,60,4,11.9551869913182,631.885671664763
801139,48.6939092230307,c,60,4,35.9105526116153,658.449396885575
801185,40.4765670582425,c,60,4,65.8669446251186,696.896745862282
802068,64.2110015508017,c,60,4,54.8626558958926,680.580271135236
802262,39.2578122091652,c,60,4,24.2351559974655,629.409393248249
802380,37.1330287755862,c,60,4,41.5254775308782,652.665066861944
802423,45.2978924907574,c,60,4,-2.13433861118988,611.725890405692
802437,46.7133098133672,c,60,4,20.1101921241763,644.401099692998
802818,59.4966772304401,c,60,4,44.3493547228835,661.115394215882
802844,39.9069701540361,c,60,4,62.4970210794639,668.182040234158
802942,36.1716919595887,c,60,4,52.7536915652642,634.148034621501
802981,44.6564259729527,c,60,4,87.2920687463345,688.520706031777
803016,41.5509584546999,c,60,4,46.2823526750309,657.995722443532
803212,44.5295239724653,c,60,4,39.7285313038822,617.702835143146
803719,30.6856601575926,c,60,4,8.11154511541102,612.886477436322
803790,40.9320646240191,c,60,4,49.0846079994452,671.296334286342
803905,48.6090342307329,c,60,4,62.7070307490685,662.428872723788
803971,47.0126187818586,c,60,4,34.5703612286269,629.451073339069
768383,54.2055723317114,c,58,6,12.3295473761784,634.482184628628
768418,53.9023590581294,c,58,6,13.4470917442821,625.574231696888
770017,39.3108068408992,c,58,6,-8.09346744630652,605.003993873656
770788,87.5929444409736,c,58,6,57.5863526918953,683.126337154585
771245,39.9250192222575,c,58,6,5.82045462437539,600.034773271994
771562,53.284846859953,c,58,6,8.47908992018204,628.054367196977
772199,43.125171109835,c,58,6,31.6153520308393,619.849236279103
772208,45.8339872663161,c,58,6,60.2479072748988,672.176065076628
772299,41.7707473658276,c,58,6,73.733081476014,661.549756351326
772503,54.3502585308662,c,58,6,28.7524733052794,638.176482671834
773193,37.554397420035,c,58,6,-22.1560364675809,584.45004710348
773881,52.0985642566869,c,58,6,20.2007943479198,635.139268102575
774146,44.7369549454837,c,58,6,8.75624061776013,626.51861190701
774510,62.416544100589,c,58,6,62.9847466427293,657.5048068835
774738,63.6666861032108,c,58,6,17.1354461407286,639.097460367132
774860,48.1150428956307,c,58,6,16.8619294569718,637.76207570747
776342,49.9222869904408,c,58,6,49.0171145983806,649.658499322361
776376,65.1483528057804,c,58,6,19.9434879909565,642.540440350923
776848,45.873979385805,c,58,6,36.8540346876048,637.152847330152
776965,50.3401542398641,c,58,6,26.3631706881839,626.78427202737
777160,46.2938502593577,c,58,6,18.748110603284,646.165069358144
777325,29.7767407023688,c,58,6,8.75482903518579,637.441051252072
777446,46.4675830644648,c,58,6,55.0276681486418,663.501242434317
778214,45.4793649793358,c,58,6,23.1873466080653,643.717032631458
778457,27.2528977949957,c,58,6,18.8907709999393,617.152456684207
778555,35.1340936299974,c,58,6,10.5606447040712,636.054807605977
778608,38.1802731828304,c,58,6,11.5719543500818,630.421268561742
778615,51.1471890117011,c,58,6,30.2711801581858,627.544905687935
778774,37.8666454246041,c,58,6,9.71224701840964,618.668388788872
779143,32.9622370778821,c,58,6,16.5314071705018,623.699684754679
780617,58.4656874771081,c,59,5,21.253077709238,620.127675987507
780920,46.887362393446,c,59,5,45.4159958321407,668.444823490036
